Selene,"Soy Selene del Último Rayo",1
Selene,"Antes corría junto al sol… y un día la luz simplemente no volvió",2
Selene,"La oscuridad no llegó de golpe",1
Selene,"Se arrastró despacio como una sombra que se alarga cuando nadie la ve",2
Selene,"Al principio… me aferré al recuerdo de la claridad",2
Selene,"Pero aprendí a ver de otras formas",2
Selene,"Mis manos se convirtieron en ojos",2
Selene,"El viento me habla",1
Selene,"Y los silencios… tienen forma",2
Selene,"No he dejado de vivir",1
Selene,"Solo camino diferente",1
Selene,"Si un día se apagan tus luces",2
Selene,"recuerda que la noche también tiene voz",2
Selene,"En la oscuridad aprendí a escuchar",2
Selene,"A veces la noche asusta",2
Selene,"pero también revela estrellas",2
Selene,"No temas perder la luz",2
Selene,"porque siempre hay otra manera de ver",2
Selene,"La vida sigue aunque cambie el paisaje",2
Selene,"y cada paso en la sombra es también un paso hacia adelante",3
