Ecuanox,"En un reino escondido entre neblinas eternas donde las montañas hablaban y los ríos susurraban secretos olvidados nació Ecuanox",8
Ecuanox,"Desde pequeño los sabios notaron que sus patas traseras no respondían",6
Ecuanox,"No corría con los demás No saltaba Pero eso no le detuvo",6
Ecuanox,"Los antiguos del Valle del Eco forjadores de magia y metal",6
Ecuanox,"le construyeron una silla de ruedas de plata",5
Ecuanox,"encantada con la velocidad de los ciervos y la fuerza de los búhos",6
Ecuanox,"Ecuanox aprendió a moverse por senderos empinados",6
Ecuanox,"a esquivar raíces y cruzar ríos poco profundos",6
Ecuanox,"Como muchas personas que viven en silla de ruedas se volvió experto en adaptarse",7
Ecuanox,"A veces necesitaba ayuda para superar escaleras imposibles o puertas demasiado estrechas",7
Ecuanox,"Y lo pedía con sabiduría y dignidad",5
Ecuanox,"Aprendió que no era él quien tenía un problema",5
Ecuanox,"era el mundo el que no estaba diseñado para todos",5
Ecuanox,"Los habitantes del bosque empezaron a comprender",6
Ecuanox,"Colocaron rampas alisaron caminos ampliaron portones",6
Ecuanox,"Comenzaron a mirar con otros ojos Con ojos de empatía",6
Ecuanox,"Un día un grupo de potros jóvenes le preguntó",5
Ecuanox,"Ecuanox ¿no te gustaría correr como nosotros?",5
Ecuanox,"Él sonrió y con voz serena respondió",5
Ecuanox,"¿Acaso creéis que no vuelo sólo porque no uso alas como las vuestras?",7
Ecuanox,"No corría pero volaba con su ingenio y su alma",6
Ecuanox,"explorando rincones que los otros nunca imaginaban",6
Ecuanox,"Cuevas escondidas Puentes flotantes Secretos del bosque",6
Ecuanox,"En cada aventura Ecuanox enseñaba algo importante",6
Ecuanox,"que la diversidad no es una carga sino una forma distinta de vivir la magia",7
Ecuanox,"Y así con cada giro de sus ruedas de plata dejó huellas invisibles",7
Ecuanox,"hechas de respeto valentía y amor",5
